,SMILES,Scaffold,Decorations,Likelihoods,Gat_pred_pIC50,hba_lipinski,hbd_lipinski,slog_p,tpsa,n_stereo,n_rotatable
644,O=C(Cc1ccccc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,O=C(Cc1ccccc1)*,7.92148494720459,5.454789638519287,4,1,4.835600000000004,79.37,1,4
512,c1cc(F)ccc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(F)ccc1C(*)=O,7.943493366241455,5.437753677368164,4,1,5.045800000000003,79.37,1,3
756,c1cc(C)ccc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(C)ccc1C(*)=O,7.951102256774902,5.385654926300049,4,1,5.215120000000004,79.37,1,3
1317,C(CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O)O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(C*)O,7.964879989624023,5.713856220245361,4,2,3.0586000000000015,82.53,1,4
568,O=C(c1ccc(Cl)cc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,O=C(c1ccc(Cl)cc1)*,7.965419292449951,5.372488021850586,4,1,5.560100000000004,79.37,1,3
877,c1c(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(C)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C(=O)*)cc(C)cc1,7.978612899780273,5.228870391845703,4,1,5.215120000000004,79.37,1,3
995,c1(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cccc(C)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(*)cccc(C)c1,7.989768981933594,5.18068790435791,3,1,5.5793200000000045,62.300000000000004,1,3
1076,c1c(C)cc(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1C,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C)cc(*)cc1C,7.992796421051025,5.284811973571777,3,1,5.887740000000004,62.300000000000004,1,3
1027,c1(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc(OC)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(*)ccc(OC)cc1,7.9940948486328125,5.443830490112305,4,1,5.279500000000005,71.53,1,4
691,c1(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(C)cc(C)cc1C,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(*)c(C)cc(C)cc1C,8.007810592651367,5.197436809539795,3,1,6.196160000000005,62.300000000000004,1,3
1095,c1c(F)ccc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(F)ccc(C(*)=O)c1,8.010810852050781,5.437753677368164,4,1,5.045800000000003,79.37,1,3
1147,C(=O)(c1cc(F)ccc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(=O)c1cc(F)ccc1,8.015286445617676,5.393470764160156,4,1,5.045800000000003,79.37,1,3
796,c1(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cccc(C)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C(=O)*)cccc(C)c1,8.019367218017578,5.228870391845703,4,1,5.215120000000004,79.37,1,3
1094,c1cc(Cl)cc(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(Cl)cc(*)c1,8.023298263549805,5.282350540161133,3,1,5.924300000000003,62.300000000000004,1,3
298,c1c(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(C)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(*)cc(C)cc1,8.025465965270996,5.18068790435791,3,1,5.5793200000000045,62.300000000000004,1,3
768,C(=O)(c1c(F)cccc1F)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(=O)c1c(F)cccc1F,8.0318603515625,5.112699031829834,4,1,5.184900000000003,79.37,1,3
97,FC(CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O)(F)F,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,FC(C*)(F)F,8.033576965332031,6.220871925354004,3,1,4.628600000000002,62.300000000000004,1,3
1155,C(c1cccc(C)c1)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(c1cccc(C)c1)=O,8.03931713104248,5.228870391845703,4,1,5.215120000000004,79.37,1,3
659,FCCN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,FCC*,8.041509628295898,6.126718044281006,3,1,4.035800000000003,62.300000000000004,1,4
327,C1(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)CCC1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C1CCC1,8.063389778137207,5.035369873046875,3,1,4.618800000000004,62.300000000000004,1,3
1380,c1cc(Cl)ccc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(Cl)ccc1C(=O)*,8.070450782775879,5.372488021850586,4,1,5.560100000000003,79.37,1,3
1000,C1CC1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C1CC1C(=O)*,8.08150863647461,5.576311111450195,4,1,4.002900000000003,79.37,1,3
712,C(c1c(F)cccc1F)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(c1c(F)cccc1F)=O,8.087512969970703,5.112699031829834,4,1,5.184900000000003,79.37,1,3
1048,c1(F)ccc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(F)ccc(C(*)=O)cc1,8.092628479003906,5.437753677368164,4,1,5.045800000000004,79.37,1,3
291,c1cc(C=CC(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(C=CC(=O)*)ccc1,8.094679832458496,5.493986129760742,4,1,5.306300000000005,79.37,1,4
567,c1cc(CC(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(CC(=O)*)ccc1,8.09963321685791,5.454789638519287,4,1,4.835600000000004,79.37,1,4
373,c1c(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc(OC)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C(=O)*)ccc(OC)c1,8.103196144104004,5.502248287200928,5,1,4.915300000000005,88.60000000000001,1,4
574,c1(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(C)ccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C*)cc(C)ccc1,8.103840827941895,5.423562049865723,3,1,5.574920000000005,62.300000000000004,1,4
723,Cc1ccc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,Cc1ccc(C*)cc1,8.10997200012207,5.346989631652832,3,1,5.574920000000005,62.300000000000004,1,4
992,C(C(C)C)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*CC(C)C,8.115117073059082,5.326486587524414,3,1,4.722300000000004,62.300000000000004,1,4
45,c1(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc(OC)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C(=O)*)ccc(OC)cc1,8.118563652038574,5.502248287200928,5,1,4.915300000000004,88.60000000000001,1,4
929,Cc1ccc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,Cc1ccc(C(=O)*)cc1,8.12117862701416,5.385654926300049,4,1,5.215120000000004,79.37,1,3
239,Fc1ccc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,Fc1ccc(C*)cc1,8.126107215881348,5.537884712219238,3,1,5.405600000000004,62.300000000000004,1,4
833,O=C(C=C)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,O=C(C=C)*,8.129910469055176,5.735147476196289,4,1,3.778900000000002,79.37,1,3
1021,c1c(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(C)cc1C,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C(*)=O)cc(C)cc1C,8.131426811218262,5.436290264129639,4,1,5.523540000000005,79.37,1,3
1120,c1c(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc(F)c1F,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C*)ccc(F)c1F,8.13325023651123,5.604426383972168,3,1,5.544700000000003,62.300000000000004,1,4
1356,c1ccc(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(C)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1ccc(*)c(C)c1,8.147899627685547,5.239175319671631,3,1,5.579320000000004,62.300000000000004,1,3
1022,c1c(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc(OC)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(*)ccc(OC)c1,8.154426574707031,5.443830490112305,4,1,5.279500000000005,71.53,1,4
353,C(c1ccc(OC)cc1)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(c1ccc(OC)cc1)=O,8.157417297363281,5.502248287200928,5,1,4.915300000000005,88.6,1,4
865,c1c(OC)ccc(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(OC)ccc(*)c1,8.157914161682129,5.443830490112305,4,1,5.279500000000004,71.53,1,4
720,c1c(F)c(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)ccc1F,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(F)c(*)ccc1F,8.17095947265625,5.50284481048584,3,1,5.549100000000003,62.300000000000004,1,3
1274,C(c1ccccc1)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(c1ccccc1)C*,8.17263412475586,5.5561628341674805,3,1,5.309000000000005,62.300000000000004,1,5
1126,c1cc(OC)ccc1N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(OC)ccc1*,8.182232856750488,5.443830490112305,4,1,5.279500000000004,71.53,1,4
500,c1ccc(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1C,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1ccc(*)cc1C,8.19103717803955,5.18068790435791,3,1,5.579320000000004,62.300000000000004,1,3
284,CCCN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,CCC*,8.194957733154297,5.746821403503418,3,1,4.476300000000004,62.300000000000004,1,4
121,C(CC)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*CCC,8.197529792785645,5.746821403503418,3,1,4.476300000000004,62.300000000000004,1,4
1149,O=C(c1ccccc1F)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,O=C(c1ccccc1F)*,8.202451705932617,5.445474624633789,4,1,5.045800000000003,79.37,1,3
608,Fc1ccc(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,Fc1ccc(*)cc1,8.208086967468262,5.417361259460449,3,1,5.410000000000004,62.300000000000004,1,3
448,C(=O)(c1ccc(Cl)cc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(=O)(*)c1ccc(Cl)cc1,8.208614349365234,5.372488021850586,4,1,5.560100000000004,79.37,1,3
534,C1CCCC1CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C1CCCC1C*,8.208662033081055,5.860751152038574,3,1,5.256500000000005,62.300000000000004,1,4
1129,CC(C)(C)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,CC(C)(C)*,8.209563255310059,5.698554992675781,3,1,4.864800000000004,62.300000000000004,1,2
82,c1cc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(OC)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(C(=O)*)cc(OC)c1,8.232843399047852,5.423052787780762,5,1,4.915300000000005,88.60000000000001,1,4
584,c1(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cccc(C)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C(*)=O)cccc(C)c1,8.237342834472656,5.228870391845703,4,1,5.215120000000004,79.37,1,3
259,C(=O)(c1ccc(F)cc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(*)(=O)c1ccc(F)cc1,8.248342514038086,5.437753677368164,4,1,5.045800000000003,79.37,1,3
755,C(=O)(c1ccc(F)cc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(=O)(*)c1ccc(F)cc1,8.249407768249512,5.437753677368164,4,1,5.045800000000003,79.37,1,3
462,O=C(c1cccc(C)c1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,O=C(*)c1cccc(C)c1,8.253813743591309,5.228870391845703,4,1,5.215120000000004,79.37,1,3
322,c1(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(C)cc(C)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*c1cc(C)cc(C)c1,8.25729751586914,5.284811973571777,3,1,5.887740000000005,62.300000000000004,1,3
672,c1cccc(CC(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cccc(CC(=O)*)c1,8.264103889465332,5.454789638519287,4,1,4.835600000000004,79.37,1,4
391,c1(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cccc(C)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C*)cccc(C)c1,8.266623497009277,5.423562049865723,3,1,5.574920000000005,62.300000000000004,1,4
53,c1(Cl)ccc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(Cl)ccc(C(=O)*)cc1,8.271533966064453,5.372488021850586,4,1,5.560100000000004,79.37,1,3
876,C(c1c(F)cccc1F)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*Cc1c(F)cccc1F,8.271602630615234,5.601973533630371,3,1,5.544700000000004,62.300000000000004,1,4
744,C(c1ccc(F)cc1)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(c1ccc(F)cc1)(=O)*,8.27843952178955,5.437753677368164,4,1,5.045800000000003,79.37,1,3
1190,C(CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O)C,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(C*)C,8.281460762023926,5.746821403503418,3,1,4.476300000000004,62.300000000000004,1,4
308,C1CC1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C1CC1C(*)=O,8.286202430725098,5.576311111450195,4,1,4.002900000000003,79.37,1,3
339,c1c(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(C)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C(*)=O)cc(C)cc1,8.306909561157227,5.228870391845703,4,1,5.215120000000004,79.37,1,3
786,c1(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(C)cccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(C(=O)*)c(C)cccc1,8.309760093688965,5.2806196212768555,4,1,5.215120000000004,79.37,1,3
1034,c1c(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(F)cc1F,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C*)cc(F)cc1F,8.310630798339844,5.634357452392578,3,1,5.544700000000003,62.300000000000004,1,4
1177,c1cc(C)cc(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(C)cc(C(*)=O)c1,8.315794944763184,5.228870391845703,4,1,5.215120000000004,79.37,1,3
827,C(=O)(c1cccc(Cl)c1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(=O)c1cccc(Cl)c1,8.31977653503418,5.380748748779297,4,1,5.560100000000004,79.37,1,3
1275,C(c1cc(F)ccc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*Cc1cc(F)ccc1,8.320416450500488,5.554769039154053,3,1,5.405600000000004,62.300000000000004,1,4
108,c1ccc(CC(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1ccc(CC(=O)*)cc1,8.320463180541992,5.454789638519287,4,1,4.835600000000004,79.37,1,4
586,c1c(C(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(F)ccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C(*)=O)c(F)ccc1,8.32081127166748,5.445474624633789,4,1,5.045800000000003,79.37,1,3
716,c1cc(Cl)ccc1C(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(Cl)ccc1C(*)=O,8.3209228515625,5.372488021850586,4,1,5.560100000000003,79.37,1,3
1036,c1(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc(C)ccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1(*)cc(C)ccc1,8.32658576965332,5.18068790435791,3,1,5.5793200000000045,62.300000000000004,1,3
303,CC(C)(C)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,CC(C)(*)C,8.326969146728516,5.698554992675781,3,1,4.864800000000004,62.300000000000004,1,2
330,c1c(CC(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(CC(=O)*)cccc1,8.32871150970459,5.454789638519287,4,1,4.835600000000004,79.37,1,4
1080,c1cc(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(C)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(*)c(C)cc1,8.331439971923828,5.239175319671631,3,1,5.5793200000000045,62.300000000000004,1,3
1213,c1c(C)cc(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C)cc(*)cc1,8.335981369018555,5.18068790435791,3,1,5.5793200000000045,62.300000000000004,1,3
565,C(c1ccc(F)cc1)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(*)(c1ccc(F)cc1)=O,8.336021423339844,5.437753677368164,4,1,5.045800000000003,79.37,1,3
976,c1c(N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c(C)ccc1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(*)c(C)ccc1,8.341197967529297,5.239175319671631,3,1,5.5793200000000045,62.300000000000004,1,3
751,c1c(C)cc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)cc1C,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1c(C)cc(C*)cc1C,8.341612815856934,5.394150733947754,3,1,5.883340000000005,62.300000000000004,1,4
603,c1ccccc1CC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1ccccc1CC(=O)*,8.341658592224121,5.454789638519287,4,1,4.835600000000004,79.37,1,4
965,c1cc(Cl)cc(CN2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)c1,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,c1cc(Cl)cc(C*)c1,8.34181022644043,5.530129432678223,3,1,5.919900000000004,62.300000000000004,1,4
573,C(c1c(C)cccc1)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(c1c(C)cccc1)=O,8.347631454467773,5.2806196212768555,4,1,5.215120000000004,79.37,1,3
420,C(c1cccc(F)c1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*Cc1cccc(F)c1,8.349376678466797,5.554769515991211,3,1,5.405600000000004,62.300000000000004,1,4
662,C(=O)(c1ccc(C)cc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(=O)(*)c1ccc(C)cc1,8.350842475891113,5.385654926300049,4,1,5.215120000000004,79.37,1,3
590,C(=O)(c1ccc(C)cc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,C(*)(=O)c1ccc(C)cc1,8.359719276428223,5.385654926300049,4,1,5.215120000000004,79.37,1,3
648,C(=O)(c1cc(Cl)ccc1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,[*]N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,*C(=O)c1cc(Cl)ccc1,8.360292434692383,5.380748748779297,4,1,5.560100000000004,79.37,1,3
